instrument,alpha,key,text,label
HEXACO_PI,0.84,-1,Have a lot of fun.,Expressiveness
HEXACO_PI,0.86,1,Have a lot of fun.,Social Boldness
HEXACO_PI,0.81,1,Have a lot of fun.,Sincerity
HEXACO_PI,0.69,1,Have a low opinion of myself.,Greed Avoidance
HEXACO_PI,0.84,-1,Have a low opinion of myself.,Expressiveness
HEXACO_PI,0.81,1,Have a low opinion of myself.,Modesty/Humility
HEXACO_PI,0.85,1,Have a low opinion of myself.,Sociability
HEXACO_PI,0.84,-1,Have a low opinion of myself.,Unconventionality
HEXACO_PI,0.83,1,Have a low opinion of myself.,Aesthetic Appreciation/Artistic Interests
HEXACO_PI,0.78,1,Have a mature view on life.,Inquisitiveness
HEXACO_PI,0.84,-1,Have a mouth that gets me into trouble.,Fearfulness
HEXACO_PI,0.86,1,Have a natural talent for influencing people.,Social Boldness
HEXACO_PI,0.82,1,Have a natural talent for influencing people.,Liveliness
HEXACO_PI,0.79,1,Have a natural talent for influencing people.,Sentimentality
HEXACO_PI,0.82,1,Have a natural talent for influencing people.,Liveliness
HEXACO_PI,0.78,-1,Have a pleasing physique.,Forgiveness/Mercy
HEXACO_PI,0.81,-1,Have a point of view all my own.,Gentleness
HEXACO_PI,0.86,-1,Have a poor vocabulary.,Social Boldness
HEXACO_PI,0.78,-1,Have a poor vocabulary.,Forgiveness/Mercy
HEXACO_PI,0.81,-1,Have a poor vocabulary.,Sincerity
HEXACO_PI,0.78,1,Have a poor vocabulary.,Inquisitiveness
HEXACO_PI,0.88,1,Have a rebellious side that gets me into trouble.,Patience
HEXACO_PI,0.88,-1,Have a reputation for asking inappropriate questions.,Patience
HEXACO_PI,0.78,-1,Have a rich vocabulary.,Forgiveness/Mercy
HEXACO_PI,0.85,1,Have a rich vocabulary.,Organization
HEXACO_PI,0.78,-1,Have a rich vocabulary.,Forgiveness/Mercy
HEXACO_PI,0.88,-1,Have a rich vocabulary.,Patience
HEXACO_PI,0.81,1,Have a rich vocabulary.,Diligence
HEXACO_PI,0.85,1,Have a rich vocabulary.,Anxiety
HEXACO_PI,0.88,-1,Have a rich vocabulary.,Patience
HEXACO_PI,0.73,-1,Have a rich vocabulary.,Flexibility
HEXACO_PI,0.81,-1,Have a sharp tongue,Diligence
HEXACO_PI,0.86,-1,Have a sharp tongue.,Social Boldness
HEXACO_PI,0.81,1,Have a sharp tongue.,Gentleness
HEXACO_PI,0.82,1,Have a sharp tongue.,Liveliness
HEXACO_PI,0.78,1,Have a sharp tongue.,Inquisitiveness
HEXACO_PI,0.81,-1,Have a sharp tongue.,Gentleness
HEXACO_PI,0.69,-1,Have a sharp tongue.,Greed Avoidance
HEXACO_PI,0.86,1,Have a slow pace to my life.,Social Boldness
HEXACO_PI,0.85,1,Have a slow pace to my life.,Creativity/Originality
HEXACO_PI,0.8,1,Have a slow pace to my life.,Perfectionism
HEXACO_PI,0.84,1,Have a soft heart.,Expressiveness
HEXACO_PI,0.85,-1,Have a soft heart.,Creativity/Originality
HEXACO_PI,0.85,1,Have a soft heart.,Creativity/Originality
HEXACO_PI,0.82,1,Have a strong need for power.,Liveliness
HEXACO_PI,0.86,1,Have a strong need for power.,Social Boldness
HEXACO_PI,0.86,-1,Have a strong need for power.,Social Boldness
HEXACO_PI,0.83,1,Have a strong need for power.,Aesthetic Appreciation/Artistic Interests
HEXACO_PI,0.85,-1,Have a strong personality.,Creativity/Originality
HEXACO_PI,0.78,-1,Have a strong personality.,Forgiveness/Mercy
HEXACO_PI,0.79,1,Have a violent temper.,Sentimentality
HEXACO_PI,0.8,-1,Have a vivid imagination.,Prudence
HEXACO_PI,0.86,-1,Have a vivid imagination.,Social Boldness
HEXACO_PI,0.85,-1,Have a vivid imagination.,Sociability
HEXACO_PI,0.85,1,Have a vivid imagination.,Organization
HEXACO_PI,0.84,1,Have a vivid imagination.,Unconventionality
HEXACO_PI,0.82,1,Have a vivid imagination.,Liveliness
HEXACO_PI,0.85,-1,Have already gotten more than I deserve.,Organization
HEXACO_PI,0.85,-1,Have always been a rule-breaker.,Organization
HEXACO_PI,0.73,1,Have an excellent view of the world.,Conformity/Dependence/Need for approval
HEXACO_PI,0.81,-1,Have an eye for detail.,Sincerity
HEXACO_PI,0.85,1,Have an eye for detail.,Organization
HEXACO_PI,0.81,-1,Have an eye for detail.,Modesty/Humility
HEXACO_PI,0.84,-1,Have an eye for detail.,Unconventionality
HEXACO_PI,0.84,-1,Have an eye for detail.,Unconventionality
HEXACO_PI,0.84,-1,Have an eye for detail.,Fearfulness
HEXACO_PI,0.85,1,Have an imagination that stretches beyond that of my friends.,Organization
HEXACO_PI,0.88,-1,"Have an intense, boisterous laugh.",Patience
HEXACO_PI,0.84,-1,Have an uncommon ability to persuade or inspire others.,Fearfulness
HEXACO_PI,0.69,-1,Have been described as wise beyond my years.,Greed Avoidance
HEXACO_PI,0.78,1,Have been left speechless by the beauty depicted in a movie.,Forgiveness/Mercy
HEXACO_PI,0.85,1,Have been richly blessed in my life.,Sociability
HEXACO_PI,0.78,1,Have been told I'm not listening when others are speaking to me.,Inquisitiveness
HEXACO_PI,0.85,1,Have been told that I am rigid and inflexible.,Creativity/Originality
HEXACO_PI,0.82,1,Have been told that my behavior often is bizarre.,Liveliness
HEXACO_PI,0.8,-1,Have crying fits.,Prudence
HEXACO_PI,0.8,-1,Have days when I'm mad at the world.,Prudence
HEXACO_PI,0.85,1,Have days when I'm mad at the world.,Sociability
HEXACO_PI,0.8,1,Have days when I'm mad at the world.,Prudence
HEXACO_PI,0.8,-1,Have days when I'm mad at the world.,Prudence
HEXACO_PI,0.73,1,Have days when I'm mad at the world.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Have difficulty accepting love from anyone.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,1,Have difficulty expressing my feelings.,Conformity/Dependence/Need for approval
HEXACO_PI,0.82,-1,Have difficulty expressing my feelings.,Liveliness
HEXACO_PI,0.85,-1,Have difficulty expressing my feelings.,Organization
HEXACO_PI,0.73,1,Have difficulty expressing my feelings.,Conformity/Dependence/Need for approval
HEXACO_PI,0.8,1,Have difficulty expressing my feelings.,Perfectionism
HEXACO_PI,0.8,-1,Have difficulty getting others to work together.,Perfectionism
HEXACO_PI,0.81,-1,Have difficulty getting rid of nasty thoughts.,Sincerity
HEXACO_PI,0.69,-1,Have difficulty imagining things.,Greed Avoidance
HEXACO_PI,0.8,-1,Have difficulty imagining things.,Perfectionism
HEXACO_PI,0.81,-1,Have difficulty imagining things.,Sincerity
HEXACO_PI,0.81,1,Have difficulty imagining things.,Diligence
HEXACO_PI,0.81,-1,Have difficulty imagining things.,Sincerity
HEXACO_PI,0.81,-1,Have difficulty keeping my attention on a task.,Diligence
HEXACO_PI,0.81,1,Have difficulty keeping my attention on a task.,Gentleness
HEXACO_PI,0.79,-1,Have difficulty keeping things in mind.,Sentimentality
HEXACO_PI,0.85,-1,Have difficulty showing affection.,Sociability
HEXACO_PI,0.88,1,Have difficulty showing affection.,Patience
HEXACO_PI,0.88,1,Have difficulty starting tasks.,Patience
HEXACO_PI,0.73,-1,Have difficulty starting tasks.,Flexibility
HEXACO_PI,0.84,1,Have difficulty starting tasks.,Unconventionality
HEXACO_PI,0.85,-1,Have difficulty understanding abstract ideas.,Anxiety
HEXACO_PI,0.77,1,Have difficulty understanding abstract ideas.,Equity/Fairness
HEXACO_PI,0.84,-1,Have difficulty understanding abstract ideas.,Expressiveness
HEXACO_PI,0.81,1,Have difficulty understanding abstract ideas.,Modesty/Humility
HEXACO_PI,0.69,-1,Have difficulty understanding abstract ideas.,Greed Avoidance
HEXACO_PI,0.73,1,Have done many things for which I could have been (or was) arrested.,Conformity/Dependence/Need for approval
HEXACO_PI,0.85,-1,Have excellent ideas.,Sociability
HEXACO_PI,0.85,-1,Have excellent ideas.,Creativity/Originality
HEXACO_PI,0.79,-1,Have excellent ideas.,Sentimentality
HEXACO_PI,0.79,-1,Have excellent ideas.,Sentimentality
HEXACO_PI,0.88,1,Have exploited others for my own gain.,Patience
HEXACO_PI,0.73,1,Have extra time on my hands.,Conformity/Dependence/Need for approval
HEXACO_PI,0.82,1,Have few interests.,Liveliness
HEXACO_PI,0.81,-1,Have fixed opinions.,Gentleness
HEXACO_PI,0.84,-1,Have frequent mood swings.,Expressiveness
HEXACO_PI,0.77,-1,Have frequent mood swings.,Equity/Fairness
HEXACO_PI,0.81,-1,Have frequent mood swings.,Diligence
HEXACO_PI,0.73,1,Have frequent mood swings.,Conformity/Dependence/Need for approval
HEXACO_PI,0.84,1,Have frequent mood swings.,Unconventionality
HEXACO_PI,0.81,-1,Have frequent mood swings.,Sincerity
HEXACO_PI,0.81,1,Have frequent mood swings.,Gentleness
HEXACO_PI,0.84,1,Have frequent mood swings.,Expressiveness
HEXACO_PI,0.81,-1,Have frequent mood swings.,Sincerity
HEXACO_PI,0.84,1,Have great stamina.,Expressiveness
HEXACO_PI,0.82,-1,Have had the feeling that I might not be human.,Liveliness
HEXACO_PI,0.84,1,Have had the feeling that I was someone else.,Fearfulness
HEXACO_PI,0.84,-1,Have leadership abilities.,Unconventionality
HEXACO_PI,0.77,1,Have little desire for sex or romance.,Equity/Fairness
HEXACO_PI,0.78,1,Have little sympathy for the unemployed.,Forgiveness/Mercy
HEXACO_PI,0.69,-1,Have little to contribute.,Greed Avoidance
HEXACO_PI,0.81,-1,Have little to contribute.,Sincerity
HEXACO_PI,0.85,1,Have little to say,Sociability
HEXACO_PI,0.8,1,Have little to say.,Perfectionism
HEXACO_PI,0.85,1,Have little to say.,Organization
HEXACO_PI,0.73,1,Have little to say.,Conformity/Dependence/Need for approval
HEXACO_PI,0.73,-1,Have little to say.,Flexibility
HEXACO_PI,0.78,-1,Have little to say.,Inquisitiveness
HEXACO_PI,0.69,-1,Have little to say.,Greed Avoidance
HEXACO_PI,0.81,1,Have little to say.,Diligence
HEXACO_PI,0.86,-1,Have little to say.,Social Boldness
HEXACO_PI,0.84,-1,Have little to say.,Fearfulness
HEXACO_PI,0.84,1,Have little to say.,Fearfulness
HEXACO_PI,0.77,1,Have medical problems that my doctors don't understand.,Equity/Fairness
HEXACO_PI,0.84,-1,Have never deliberately hurt anyone.,Unconventionality
HEXACO_PI,0.81,-1,Have never engaged in gossip.,Modesty/Humility
HEXACO_PI,0.78,1,Have never given bad advice to a friend.,Inquisitiveness
HEXACO_PI,0.77,1,Have no plan for my life five years from now.,Equity/Fairness
HEXACO_PI,0.84,1,Have no special urge to do something original.,Fearfulness
HEXACO_PI,0.77,1,Have no sympathy for criminals.,Equity/Fairness
HEXACO_PI,0.85,-1,Have no sympathy for criminals.,Sociability
HEXACO_PI,0.69,1,Have no sympathy for criminals.,Greed Avoidance
HEXACO_PI,0.77,-1,Have no trouble eating healthy foods.,Equity/Fairness
Hoyle2002,0.84,1,Have not created something of beauty in the last year.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Have noticed that I put my work ahead of too many other things.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Have overcome pain and disappointment.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Have persuaded others to do something really adventurous or crazy.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have persuaded others to do something really adventurous or crazy.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Have read a lot.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have read the great literary classics.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Have recently found an original solution to a problem in my life.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have some bad habits.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have sometimes had to tell a lie.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Have sometimes had to tell a lie.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have spent at least 30 minutes in the last 24 hours in prayer or meditation.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have taken frequent stands in the face of strong opposition.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have the ability to make others feel interesting.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have the power to cast spells on others.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have thoughts of injuring myself.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Have time for play and relaxation.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Have too many things to do.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Have trouble getting interested in things.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have trouble guessing how others will react.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,-1,Have unpredictable emotions and moods.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Have urges to cut myself.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Have written a suicide note.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Hear voices talking about me when nobody is really there.,Risk-taking/Sensation-Seeking/Thrill-Seeking
HPI,0.8,1,Help others learn new ideas,Competence
HPI,0.76,-1,Help people make career decisions,Cooperation
HPI,0.77,-1,Helped a neighbor in the last month.,Toughness
HPI,0.82,-1,Hide my real intentions.,Leadership
HPI,0.82,-1,Hold a grudge.,Leadership
HPI,0.76,1,Hold a grudge.,Calmness
HPI,0.86,1,Hold a grudge.,Friendliness
HPI,0.86,1,Hold a grudge.,Stability
HPI,0.77,1,Hold a grudge.,Toughness
HPI,0.83,-1,Hold a grudge.,Creativity/Originality
HPI,0.86,-1,Hold a grudge.,Friendliness
HPI,0.8,-1,Hold back my opinions.,Competence
HPI,0.86,-1,Hold back my opinions.,Stability
HPI,0.76,1,Hold grudges.,Calmness
HPI,0.76,-1,Hug my close friends.,Calmness
HPI,0.86,1,Hurt people.,Stability
HPI,0.87,1,Hurt people.,Happiness
HPI,0.75,1,Hurt people.,Sociability
HPI,0.77,1,I am known for saying offensive things.,Toughness
HPI,0.83,-1,"I feel as if my body, or a part of it, has disappeared.",Creativity/Originality
HPI,0.76,-1,I have intentionally done myself physical harm.,Cooperation
HPI,0.8,1,I have no will to live.,Competence
HPI,0.86,1,Immediately feel sad when hearing of an unhappy event.,Friendliness
HPI,0.8,1,Impose my will on others.,Competence
HPI,0.86,-1,Impose my will on others.,Gregariousness
HPI,0.75,-1,Impose my will on others.,Sociability
HPI,0.78,-1,Indulge in my fantasies.,Dutifulness
HPI,0.8,-1,Inquire about others' well-being.,Competence
HPI,0.78,-1,Inquire about others' well-being.,Dutifulness
HPI,0.78,-1,Inquire about others' well-being.,Dutifulness
HPI,0.86,1,Inquire about others' well-being.,Gregariousness
HPI,0.78,-1,Inquire about others' well-being.,Dutifulness
HPI,0.76,-1,Insist that others do things my way.,Cooperation
HPI,0.86,1,Instruct parents on child care,Friendliness
HPI,0.87,-1,Insult people.,Happiness
HPI,0.77,-1,Insult people.,Toughness
HPI,0.8,-1,Insult people.,Competence
HPI,0.76,-1,Insult people.,Cooperation
HPI,0.77,-1,Insult people.,Toughness
HPI,0.82,-1,Interested in many things.,Leadership
HPI,0.8,1,Interfere in other people's business.,Competence
HPI,0.8,-1,Investigate all possibilities.,Competence
HPI,0.82,-1,Involve others in what I am doing.,Leadership
HPI,0.82,-1,Ironed linens or clothes.,Quickness
HPI,0.82,1,Joke around a lot.,Quickness
HPI,0.76,-1,Joke around a lot.,Calmness
HPI,0.86,-1,Joke around a lot.,Stability
HPI,0.86,-1,Judge myself more harshly than others do.,Stability
HPI,0.86,-1,Judge people by their appearance.,Gregariousness
HPI,0.76,-1,Judge people by their appearance.,Calmness
HPI,0.83,1,Jump into things without thinking.,Creativity/Originality
HPI,0.86,1,Jump into things without thinking.,Gregariousness
HPI,0.75,1,Jump into things without thinking.,Sociability
HPI,0.75,1,Jump into things without thinking.,Sociability
HPI,0.82,1,Jump into things without thinking.,Quickness
HPI,0.76,-1,Jump into things without thinking.,Cooperation
HPI,0.75,1,Jump into things without thinking.,Sociability
HPI,0.75,1,Just know that I will be a success.,Sociability
HPI,0.83,1,Just know that I will be a success.,Creativity/Originality
HPI,0.75,1,Just know that I will be a success.,Sociability
HPI,0.8,-1,Just know that I will be a success.,Competence
HPI,0.87,-1,Just know that I will be a success.,Happiness
HPI,0.77,-1,Just know that I will be a success.,Toughness
HPI,0.76,-1,Just know that I will be a success.,Cooperation
HPI,0.82,1,Just know that I will be a success.,Quickness
HPI,0.77,1,Keep a cool head.,Toughness
HPI,0.86,1,Keep a diary or journal,Stability
HPI,0.76,1,Keep a sharp eye on others' work.,Cooperation
HPI,0.82,1,Keep detailed records,Quickness
HPI,0.82,-1,Keep improving myself.,Quickness
HPI,0.87,1,Keep improving myself.,Happiness
HPI,0.77,1,Keep in the background.,Toughness
HPI,0.76,-1,Keep in the background.,Cooperation
HPI,0.75,1,Keep in the background.,Sociability
HPI,0.76,1,Keep in the background.,Calmness
HPI,0.82,-1,Keep in the background.,Quickness
HPI,0.76,-1,Keep in the background.,Calmness
HPI,0.76,-1,Keep my appointments.,Cooperation
HPI,0.76,-1,Keep my checkbook balanced.,Cooperation
HPI,0.82,1,Keep my cool.,Leadership
HPI,0.82,1,Keep my cool.,Leadership
HPI,0.83,-1,Keep my cool.,Creativity/Originality
HPI,0.77,1,Keep my cool.,Toughness
HPI,0.86,-1,Keep my emotions under control.,Friendliness
HPI,0.86,-1,Keep my emotions under control.,Gregariousness
HPI-HIC,0.75,1,Keep my emotions under control.,Forgiveness/Mercy
HPI-HIC,0.7,1,Keep my faith even during hard times.,Achievement-striving
HPI-HIC,0.66,1,"Keep my feelings to myself, regardless of how scared I am.",Forgiveness/Mercy
HPI-HIC,0.61,-1,"Keep my feelings to myself, regardless of how unhappy I am.",Sensitivity
HPI-HIC,0.68,-1,Keep my hair fashionable.,Toughness
HPI-HIC,0.74,-1,Keep my happy feelings to myself.,Social-confidence
HPI-HIC,0.7,1,Keep my promises.,Self-discipline
HPI-HIC,0.74,-1,Keep my promises.,Social-confidence
HPI-HIC,0.75,1,Keep my promises.,Calmness
HPI-HIC,0.61,1,Keep my sense of humor even in gloomy situations.,Sensitivity
HPI-HIC,0.8,-1,Keep my thoughts to myself.,Vitality/Enthusiasm/Zest
HPI-HIC,0.5,-1,Keep my thoughts to myself.,Interest in Game-Playing
HPI-HIC,0.74,-1,Keep myself well-groomed.,Self-confidence
HPI-HIC,0.64,1,Keep myself well-groomed.,Sociability
HPI-HIC,0.61,-1,Keep myself well-groomed.,Orderliness
HPI-HIC,0.7,1,Keep myself well-groomed.,Achievement-striving
HPI-HIC,0.79,1,Keep others at a distance.,Empathy
HPI-HIC,0.79,1,Keep others at a distance.,Calmness
HPI-HIC,0.74,1,Keep others at a distance.,Social-confidence
HPI-HIC,0.7,-1,Keep others at a distance.,Achievement-striving
HPI-HIC,0.75,-1,Keep others at a distance.,Empathy
HPI-HIC,0.8,-1,Keep straight right from wrong.,Vitality/Enthusiasm/Zest
HPI-HIC,0.7,-1,Keep things tidy.,Pleasantness
HPI-HIC,0.66,1,Keep things tidy.,Forgiveness/Mercy
HPI-HIC,0.68,1,Keep to myself even when I'm around other people.,Rumination
HPI-HIC,0.74,1,Keep to myself.,Social-confidence
HPI-HIC,0.74,1,Keep track of a company’s inventory,Self-confidence
HPI-HIC,0.84,1,Keep up an appearance.,Humor/Playfulness
HPI-HIC,0.68,-1,"Knitted, quilted, sewed, or crocheted.",Gregariousness
HPI-HIC,0.8,-1,Know how things work.,Love of Reading
HPI-HIC,0.68,1,Know how things work.,Appearance-Consciousness
HPI-HIC,0.74,1,Know how things work.,Trust
HPI-HIC,0.74,-1,Know how to apply my knowledge.,Trust
HPI-HIC,0.8,1,Know how to captivate people.,Language Mastery
HPI-HIC,0.66,1,Know how to captivate people.,Curiosity
HPI-HIC,0.81,1,Know how to captivate people.,Leadership
HPI-HIC,0.44,1,Know how to captivate people.,Problem-solving
HPI-HIC,0.64,1,Know how to comfort others.,Sociability
HPI-HIC,0.72,1,Know how to comfort others.,Organization
HPI-HIC,0.83,-1,Know how to comfort others.,Exhibitionism
HPI-HIC,0.6,-1,Know how to cope.,Problem-solving
HPI-HIC,0.6,-1,Know how to cope.,Curiosity
HPI-HIC,0.71,-1,Know how to cope.,Self-acceptance
HPI-HIC,0.66,-1,Know how to enjoy myself.,Variety-seeking
HPI-HIC,0.83,-1,Know how to enjoy myself.,Exhibitionism
HPI-HIC,0.44,-1,Know how to enjoy myself.,Problem-solving
HPI-HIC,0.5,-1,Know how to get around the rules.,Interest in Game-Playing
HPI-HIC,0.74,-1,Know how to get around the rules.,Trust
HPI-HIC,0.7,-1,Know how to get around the rules.,Impulse-Control
HPI-HIC,0.72,1,Know how to get around the rules.,Risk-taking/Sensation-Seeking/Thrill-Seeking
HPI-HIC,0.77,-1,Know how to get around the rules.,Aesthetic Appreciation/Artistic Interests
HPI-HIC,0.7,1,Know how to get around the rules.,Impulse-Control
HPI-HIC,0.71,-1,Know how to get around the rules.,Self-acceptance
HPI-HIC,0.44,1,Know how to get things done.,Problem-solving
HPI-HIC,0.55,-1,Know immediately what to do.,Security
HPI-HIC,0.61,-1,Know immediately what to do.,Orderliness
HPI-HIC,0.7,1,Know many languages,Self-discipline
HPI-HIC,0.68,-1,Know my strengths.,Appearance-Consciousness
HPI-HIC,0.66,1,Know no limits.,Conformity/Dependence/Need for approval
HPI-HIC,0.66,1,Know no limits.,Conformity/Dependence/Need for approval
HPI-HIC,0.71,-1,Know people whose opinions are simply not worth listening to.,Self-acceptance
HPI-HIC,0.5,-1,Know someone whom I really care about as a person.,Interest in Game-Playing
HPI-HIC,0.66,-1,Know that anyone who tries can get a job.,Variety-seeking
HPI-HIC,0.68,-1,Know that I am not a special person.,Gregariousness
HPI-HIC,0.5,-1,Know that I am not a special person.,Interest in Game-Playing
HPI-HIC,0.79,1,Know that I am not a special person.,Calmness
HPI-HIC,0.68,1,Know that my beliefs make my life important.,Rumination
HPI-HIC,0.7,-1,Know that my decisions are correct.,Impulse-Control
HPI-HIC,0.5,1,Know that my friends consider me to be impulsive.,Interest in Game-Playing
HPI-HIC,0.78,1,Know that my ideas sometimes surprise people.,Introspection/Private Self-Consciousness
HPI-HIC,0.44,1,Know that my life has no strong purpose.,Problem-solving
HPI-HIC,0.5,1,Know that some others accept my shortcomings.,Interest in Game-Playing
HPI-HIC,0.71,1,Know that there are people in my life who care as much for me as for themselves.,Self-acceptance
HPI-HIC,0.61,-1,Know the answers to many questions.,Orderliness
HPI-HIC,0.55,-1,Know the answers to many questions.,Security
HPI-HIC,0.74,1,Know the answers to many questions.,Social-confidence
HPI-HIC,0.71,1,Know the answers to many questions.,Self-acceptance
HPI-HIC,0.68,1,Know what I want.,Rumination
HPI-HIC,0.8,-1,Know what I want.,Vitality/Enthusiasm/Zest
HPI-HIC,0.68,-1,Know what makes others tick.,Toughness
HPI-HIC,0.71,1,Know what to say to make people feel good.,Self-acceptance
HPI-HIC,0.75,1,Lack the talent for influencing people.,Empathy
HPI-HIC,0.8,-1,Lack the talent for influencing people.,Vitality/Enthusiasm/Zest
HPI-HIC,0.68,-1,Lack the talent for influencing people.,Toughness
HPI-HIC,0.55,-1,Lack the talent for influencing people.,Security
HPI-HIC,0.8,-1,Laugh a lot.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Laugh a lot.,Vitality/Enthusiasm/Zest
HPI-HIC,0.64,-1,Laugh aloud.,Dutifulness
HPI-HIC,0.74,-1,Laugh at others.,Self-confidence
HPI-HIC,0.7,1,Laugh at the slightest provocation.,Achievement-striving
HPI-HIC,0.74,-1,Laugh my way through life.,Social-confidence
HPI-HIC,0.68,-1,Laugh my way through life.,Toughness
HPI-HIC,0.81,-1,Laugh out loud if something is funny.,Cool-headedness
HPI-HIC,0.79,-1,Lay down the law to others.,Empathy
HPI-HIC,0.75,-1,Lay down the law to others.,Forgiveness/Mercy
HPI-HIC,0.79,-1,Lay down the law to others.,Calmness
HPI-HIC,0.7,-1,Lead other people,Pleasantness
HPI-HIC,0.79,-1,Learn quickly.,Empathy
HPI-HIC,0.75,-1,Learn quickly.,Calmness
HPI-HIC,0.79,-1,Learn things slowly.,Calmness
HPI-HIC,0.79,-1,Learn things slowly.,Empathy
HPI-HIC,0.66,1,Learned a new board or card game.,Forgiveness/Mercy
HPI-HIC,0.74,-1,Learned a new skill.,Self-confidence
HPI-HIC,0.8,-1,Leave a mess in my room.,Language Mastery
HPI-HIC,0.8,1,Leave a mess in my room.,Language Mastery
HPI-HIC,0.7,-1,Leave a mess in my room.,Pleasantness
HPI-HIC,0.6,1,Leave a mess in my room.,Problem-solving
HPI-HIC,0.6,1,Leave a mess in my room.,Curiosity
HPI-HIC,0.55,-1,Leave my belongings around.,Security
HPI-HIC,0.64,-1,Leave my belongings around.,Dutifulness
HPI-HIC,0.81,-1,Leave my belongings around.,Happiness
HPI-HIC,0.8,1,Leave my belongings around.,Love of Reading
HPI-HIC,0.66,-1,Leave my work undone.,Forgiveness/Mercy
HPI-HIC,0.44,-1,Leave things unfinished.,Problem-solving
HPI-HIC,0.84,1,Leave things unfinished.,Humor/Playfulness
HPI-HIC,0.75,1,Let a child win a game.,Calmness
HPI-HIC,0.81,1,Let bygones be bygones.,Cool-headedness
HPI-HIC,0.68,1,Let my attention wander off.,Appearance-Consciousness
HPI-HIC,0.66,1,Let my attention wander off.,Curiosity
HPI-HIC,0.75,1,Let myself be directed by others.,Empathy
HPI-HIC,0.74,1,Let myself be directed by others.,Self-confidence
HPI-HIC,0.77,1,Let myself be directed by others.,Aesthetic Appreciation/Artistic Interests
HPI-HIC,0.7,-1,Let myself be influenced by others.,Impulse-Control
HPI-HIC,0.84,1,Let myself be pushed around.,Humor/Playfulness
HPI-HIC,0.66,1,Let myself be pushed around.,Curiosity
HPI-HIC,0.8,1,Let myself be pushed around.,Love of Reading
HPI-HIC,0.6,1,Let myself be taken over by urges to spend or eat too much.,Problem-solving
HPI-HIC,0.6,1,Let myself be used.,Curiosity
HPI-HIC,0.61,-1,Let myself be used.,Orderliness
HPI-HIC,0.78,1,Let myself go.,Introspection/Private Self-Consciousness
HPI-HIC,0.81,-1,Let myself go.,Cool-headedness
HPI-HIC,0.72,1,Let myself go.,Risk-taking/Sensation-Seeking/Thrill-Seeking
HPI-HIC,0.72,1,Let myself go.,Organization
HPI-HIC,0.68,1,Let other people take the credit for my work.,Gregariousness
HPI-HIC,0.64,-1,Let others determine my choices.,Dutifulness
HPI-HIC,0.66,1,Let others determine my choices.,Curiosity
HPI-HIC,0.66,1,Let others down.,Curiosity
HPI-HIC,0.84,1,Let others finish what they are saying.,Humor/Playfulness
HPI-HIC,0.83,1,Let others finish what they are saying.,Exhibitionism
HPI-HIC,0.75,1,Let others make the decisions.,Empathy
HPI-HIC,0.55,-1,Let others make the decisions.,Security
HPI-HIC,0.7,1,Let others make the decisions.,Impulse-Control
HPI-HIC,0.61,-1,Let others take advantage of me.,Sensitivity
HPI-HIC,0.68,-1,Let people pull my leg.,Toughness
HPI-HIC,0.68,1,Let people push me around to help them feel important.,Rumination
HPI-HIC,0.75,-1,Let people push me around to help them feel important.,Calmness
HPI-HIC,0.68,-1,Let things proceed at their own pace.,Appearance-Consciousness
HPI-HIC,0.64,1,Lie to get myself out of trouble.,Sociability
